Código-Actividades;Titulo-Actividades;Código-NIC
645028;Educar a la familia y seres queridos sobre la manera de tratar con el paciente que experimenta ilusiones.;6450
648612;Educar a las personas o grupos de alto riesgo sobres los peligros ambientales.;6486
649050;Educar a los miembros de la familia sobre los factores de riesgo que contribuyen a las caídas y cómo disminuir dichos riesgos.;6490
562417;Educar a los niños y adolescentes en las consecuencias negativas del embarazo precoz (pobreza y pérdida de la educación y de oportunidades de hacer carrera).;5624
450011;Educar a los padres de acerca de la importancia del ejemplo en el uso de sustancias nocivas.;4500
562408;Educar a los padres sobre el crecimiento y desarrollo sexual a lo largo de la vida.;5624
710455;Educar a los padres sobre el potencial conflicto de papeles y la sobrecarga de papeles.;7104
710460;Educar a los padres sobre los efectos de la privación del sueño en el funcionamiento familiar.;7104
436210;Educar a los seres importantes para el paciente (familiares, su grupo y empleadores), si procede, sobre el propósito y proceso del ejercicio de las habilidades sociales.;4362
704019;Educar al cuidador sobre los proyectos de quejas.;7040
231716;Educar al paciente , a los miembros de la familia y a otras personas relevantes en la técnica de la inyección.;2317
648038;Educar al paciente y a las visitas acerca de los cambios y precauciones, de forma que no interrumpan inadvertidamente el ambiente planificado.;6480
560418;Educar al personal en el programa de educación de pacientes, según corresponda.;5604
697422;Ejercer comprensión torácica con frecuencia cardíaca inferior < 60 latidos por minuto o > 80 latidos por minuto sin aumentos.;6974
231006;Ejercer una suave presión en el conducto nasolagrimal si la medicación tiene efectos sistémicos.;2310
586004;Elaborar un plan de tratamiento para el problema.;5860
133002;Elegir el aceite esencial o la mezcla esenciales adecuada para conseguir el resultado deseado.;1330
221005;Elegir el analgésico o combinación de analgésicos adecuados cuando se prescriba más de uno.;2210
231206;Elegir el lugar de inyección adecuado y examinar si en la piel hay contusiones, inflamaciones, edemas, lesiones o decoloración.;2312
231308;"Elegir el lugar de inyección adecuado y palpar si en la piel hay edemas o masas o si está blanda; evitar zonas con cicatrices, contusiones, abrasiones o infecciones.";2313
231708;Elegir el lugar de inyección adecuado.;2317
403504;Elegir el lugar de punción (p. ej., cara inferior externa del talón, lados de los dedos de los pies o manos, lugares alternativos como el antebrazo).;4035
231412;Elegir el puerto de inyección del tubo i.v. más cercano al paciente, ocluir la línea i.v. encima del puerto, y aspirar antes de inyectar el bolo i.v. en una línea existente.;2314
419011;Elegir el tipo adecuado de aguja en función del propósito y la duración de uso.;4190
063006;Elegir el tipo de dispositivo, según sea conveniente.;0630
042004;Elegir el tipo de enema adecuado.;0420
231203;Elegir la aguja y la jeringa correctas según el tipo de inyección.;2312
231305;Elegir la aguja y la jeringa correctas según la información del paciente y de la medicación.;2313
231706;Elegir la aguja y la jeringa según la información del paciente y de la medicación.;2317
870007;Elegir la propuesta más adecuada.;8700
221008;Elegir la vía, en vez de i.m. para inyecciones frecuentes de medicación contra el dolor, cuando sea posible.;2210
545003;Elegir los miembros del grupo que estén dispuestos a participar activamente y hacerse responsables de sus propios problemas.;5450
543007;Elegir los miembros que puedan contribuir y beneficiarse de la interacción del grupo.;5430
163010;Elegir los zapatos/zapatillas que faciliten un caminar o deambulación seguros.;1630
105026;Elegir platos de colores diferentes para ayudar a distinguir la comida, si hay un déficit perceptual.;1050
436030;Elegir refuerzos que puedan ser controlados (utilizados sólo cuando se produce la conducta que ha de cambiarse).;4360
436029;Elegir refuerzos que tengan sentido para el paciente.;4360
547015;Elegir retardar el decir la verdad cuando haya falta de información, falta de conocimientos y falta de relación.;5470
440005;Elegir selecciones de música particularmente representativas de las preferencias del individuo.;4400
112006;Elegir suplementos nutricionales, si procede.;1120
180605;Elegir técnicas de traslado que sean adecuadas para el paciente.;1806
486001;Elegir un ambiente cómodo.;4860
146001;Elegir un ambiente tranquilo y cómodo.;1460
584001;Elegir un ambiente tranquilo y cómodo.;5840
230306;Elegir un lugar adecuado para la introducción valorando los puntos conocidos para asegurar la colocación adecuada de la aguja lejos de la placa de crecimiento de la epífisis.;2303
486004;Elegir un pequeño número de participantes adecuados para la terapia de grupo de reminiscencia.;4860
230310;Elegir un tamaño de aguja adecuado con un estilete (biopsia de médula ósea/aguja de aspiración o aguja rígida del calibre 13 a 20 con fiador).;2303
419012;Elegir una aguja de calibre 18, si fuera posible, para la administración de sangre en adultos.;4190
547008;Elegir una opción en función de las consideraciones éticas de la situación e inclinándose de manera más favorable hacia el uso de la verdad o la verdad parcial.;5470
105610;Elevar el cabecero de la cama de 30 a 45 º durante la alimentación.;1056
318029;Elevar el cabecero de la cama o ayudar al paciente a sentarse en una silla durante la alimentación, si es posible.;3180
417022;Elevar el cabecero de la cama para mejorar la ventilación, si procede.;4170
415011;Elevar el cabecero de la cama, si procede.;4150
084029;Elevar el cabecero de la cama, si resulta indicado.;0840
688011;Elevar el cabecero de la cuna o incubadora para favorecer la función respiratoria.;6880
084025;Elevar el miembro afectado 20º o más, por encima del nivel del corazón, para mejorar el retorno venoso, si procede.;0840
411002;Elevar el miembro afectado 20º o más, por encima del nivel del corazón, para mejorar el retorno venoso, si procede.;4110
076417;Elevar la extremidad escayolada por encima del nivel del corazón para reducir la hinchazón o la inflamación, si está indicado.;0764
076217;Elevar la extremidad escayolada por encima del nivel del corazón para reducir la hinchazón o la inflamación.;0762
350008;Elevar la extremidad lesionada.;3500
624003;Elevar la parte afectada del cuerpo.;6240
084011;Elevar la parte corporal afectada, si está indicado.;0840
620013;Elevar la parte lesionada, si procede.;6200
406609;Elevar la pierna afectada 20º o más por encima del nivel de corazón, según sea conveniente.;4066
366111;Elevar la temperatura en el paciente con quemaduras por frío.;3661
358304;"Elevar la zona del injerto hasta que la circulación se active (aproximadamente 1 semana), después permitir ""otras posiciones"" durante períodos de tiempo cada vez más prolongados, protocolo de la institución.";3583
402119;Elevar las extremidades inferiores para aumentar la perfusión a los órganos vitales de la madre y del feto.;4021
084216;Elevar las extremidades, si está indicado.;0842
402609;Elevar las piernas.;4026
410411;Elevar las sábanas de la cama utilizando un arco de cama o marca de protección sobre la extremidad afectada, si procede.;4104
482014;Eliminar  los estímulos, cuando sea posible, que creen percepciones equivocadas en un paciente particular (cuadros en la pared y televisión).;4820
655023;Eliminar frutas frescas, verduras y pimienta de la dieta en pacientes con neutropenia.;6550
688029;Eliminar inmediatamente los impedimentos cuando el procedimiento es necesario.;6880
354008;Eliminar la humedad excesiva en la piel causada por la transpiración, el drenaje de heridas y la incontinencia fecal o urinaria.;3540
648701;Eliminar las armas potenciales del ambiente (objetos afilados, cuerdas).;6487
332001;Eliminar las secreciones bucales, nasales y traqueales, si procede.;3320
314006;Eliminar las secreciones fomentando la tos o la succión.;3140
648003;Eliminar los factores de peligro del ambiente (alfombras o mantas flojas y muebles pequeños, móviles).;6480
648603;Eliminar los factores de peligro del ambiente, cuando sea posible.;6486
230012;Eliminar los fármacos no utilizados o caducados, de acuerdo con las normas del centro.;2300
648020;Eliminar los materiales durante el cambio de apósitos y la eliminación, así como cualquier olor residual antes de las visitas y de las comidas.;6480
905005;Eliminar los peligros para la seguridad en el entorno siempre que sea posible.;9050
368022;Eliminar los vendajes sucios y los suministros de manera adecuada.;3680
366210;Eliminar los vendajes sucios, los suministros y el drenaje de manera adecuada.;3662
728030;Elogiar a los hermanos cuando han sido pacientes, se ha sacrificado o han sido especialmente útiles.;7280
905021;Elogiar a los niños y a las familias por el uso correcto y sistemático de prácticas de seguridad en el vehículo.;9050
539511;Embarcarse en un juego de rol para ensayar la conducta.;5395
168003;Empapar las uñas con agua caliente, limpiar debajo de las uñas con un palo de naranjo, y empujar las cutículas con un palo para cutículas.;1680
157019;Empezar con líquidos transparentes y no carbonatados.;1570
546504;Empezar la valoración moviendo las manos lentamente y de forma constante tan cerca del paciente como sea posible, desde la cabeza hasta los pies y de la parte delantera a la trasera.;5465
546507;Empezar moviendo las manos con movimientos muy suaves hacia abajo a través del campo de energía del paciente, considerándole un conjunto unitario y facilitando un flujo de energía abierto y equilibrado.;5465
502005;Emplear diversas técnicas de comunicación (p. ej., escucha activa, preguntas, paráfrasis, reflexión).;5020
531012;Emplear una guía de revisión y/o reminiscencias de la vida, si procede;5310
133004;Empleo de la enseñanza y entrenamiento en el fundamento y la filosofía en el uso de aceites esenciales, modo de acción y cualquier contraindicación.;1330
403026;En caso de reacción sanguínea, notificarlo inmediatamente al laboratorio.;4030
584008;En el guión se deberán utilizar frases que induzcan sentimientos de pesadez, ligereza o flotación de determinadas partes del cuerpo.;5840
403505;En los lactantes, pinchar la cara exterior del talón a una profundidad no superior a los 2,4 mm.;4035
419010;En pacientes con fisuras arteriovenosas o shunts, comenzar la punción intravenosa en el otro brazo.;4190
331010;En pacientes con músculos respiratorios fatigados, no retrasar el retorno a la ventilación mecánica.;3310
648504;Encargar y confirmar la entrega de cualquier medicación y suministros necesarios.;6485
648503;Encargar y validar la operación de cualquier equipo necesario.;6485
290005;Encender y colocar las luces.;2900
788008;Enchufar los equipos en tomas eléctricas conectadas a una fuente de alimentación de emergencia.;7880
543023;Enfatizar la importancia de la capacidad activa de enfrentarse a los problemas.;5430
905012;Enfatizar la importancia de ponerse siempre el cinturón de seguridad.;9050
905026;Enfatizar la importancia de utilizar zapatos y ropa protectora mientras se conducen vehículos con y sin motor.;9050
061209;Enfatizar las virtudes del niño.;0612
451206;Enfocar la conducta abusiva del paciente de una forma neutral.;4512
510016;Enfrentar al paciente con sus trastornos del juicio, cuando corresponda.;5100
366112;Enfriar la herida con agua templada (20º C) o solución salina en el momento de la lesión, si es posible.;3661
624008;Enfriar la piel con agua en caso de quemaduras menores.;6240
624009;Enjuagar con agua cualquier tejido expuesto a productos químicos irritantes.;6240
584010;Ensayar con el guión unos 15 o 20 minutos.;5840
521009;Ensayar las técnicas necesarias para enfrentarse a la aparición de crisis de desarrollo o circustancial con el paciente, si resulta adecuado.;5210
325006;Enseñar  al paciente a que inspire profundamente varias veces, espire lentamente y a que tosa al final de la exaltación.;3250
124010;Enseñar a aumentar la ingesta de calorías.;1240
128025;Enseñar a calcular el porcentaje de grasa de los productos alimenticios.;1280
014012;Enseñar a cambiar el peso de un pie al otro al estar de pie.;0140
680015;Enseñar a contar los movimientos fetales.;6800
105420;Enseñar a controlar la congestión de los pechos con el vaciado oportuno ocasionado por el mamar o el bombeo;1054
164023;Enseñar a controlar y regular la exposición a ruidos de volumen alto.;1640
020114;Enseñar a descansar brevemente después de cada serie, según sea necesario.;0201
020121;Enseñar a ejecutar sesiones de ejercicios para grupos musculares concretos en días alternos para facilitar la adaptación muscular al entrenamiento.;0201
138009;Enseñar a evitar el daño de tejidos asociado con el calor/frío.;1380
020123;Enseñar a evitar el ejercicio de entrenamiento de extensión en cada caso de temperaturas extremas.;0201
105430;Enseñar a evitar el uso de protectores para mamar forrados de plástico;1054
138021;Enseñar a evitar lesiones en la piel después de la estimulación.;1380
046020;Enseñar a evitar los laxantes.;0460
524718;Enseñar a evitar los teratógenos (manipulación de la cama del gato, dejar de fumar y sustitutos de alcohol).;5247
020210;Enseñar a evitar movimientos rápidos, de fuerza o de rebote para impedir la estimulación excesiva del reflejo miostático o el dolor muscular excesivo.;0202
063015;"Enseñar a explicar la sensación de incomodidad; disuria; cambios de color; consistencia o frecuencia de la secreción vaginal.";0630
020209;Enseñar a extender lentamente el músculo/articulación hasta el punto de extensión máximo (o un punto de razonable molestia) manteniendo la extensión durante el tiempo especificado y posteriormente relajar lentamente los músculos extendidos.;0202
409633;Enseñar a la familia del paciente (especialmente a las parejas sexuales) que no pasa nada por tocar a un paciente que esté recibiendo una descarga del desfibrilador (p. ej., pueden sentir el choque, pero esto no es perjudicial).;4096
409144;Enseñar a la familia del paciente que no pasa nada si una persona toca a un paciente que está recibiendo una descarga del marcapasos.;4091
041206;Enseñar a la familia la fisiología de la defecación normal y la educación sobre uso del baño.;0412
714021;Enseñar a la familia los planes médicos y de cuidados.;7140
713019;Enseñar a la familia técnicas de gestión de tiempo y de organización al realizar los cuidados del paciente en casa.;7130
651025;Enseñar a la familia y seres queridos a tratar con el paciente que experimenta las alucinaciones.;6510
186027;Enseñar a la familia/cuidador a cambiar de posición, alimentar y vigilar al paciente.;1860
186030;Enseñar a la familia/cuidador a comprobar se han quedado restos de comida después de comer.;1860
186029;Enseñar a la familia/cuidador las medidas de emergencia para los ahogos.;1860
186028;Enseñar a la familia/cuidador las necesidades nutricionales en colaboración con el dietista y las modificaciones dietéticas.;1860
132020;Enseñar a la familia/ser querido a proporcionar los tratamientos de acupresión.;1320
524439;Enseñar a la madre a consultar a su cuidador antes de tomar cualquier medicamento, con receta o de venta libre, durante el período de lactancia.;5244
105408;Enseñar a la madre a observar cómo mama el bebé;1054
524418;Enseñar a la madre el crecimiento del bebé para identificar los patrones normales de los bebés alimentados con lactancia materna.;5244
105413;Enseñar a la madre la posición correcta que debe adoptar;1054
676001;Enseñar a la madre y a la pareja la fisiología de los dolores y el parto.;6760
676006;Enseñar a la madre y al asistente las técnicas de respiración y relajación que se van a utilizar durante los dolores y el parto.;6760
056009;Enseñar a la mujer a controlar la respuesta al ejercicio intentando detener el flujo de orina no más de una vez por semana.;0560
056005;Enseñar a la mujer a identifica los músculos elevador del ano y urogenital colocando un dedo en la página y procediendo a apretar.;0560
056006;Enseñar a la mujer a realizar ejercicios para apretar el músculo, practicando 300 contracciones cada día, manteniendo las contracciones durante 10 segundos cada vez y descansando como mínimo 10 segundos entre contracciones, según protocolo del centro.;0560
716003;Enseñar a la paciente a evitar enfermedades de transmisión sexual.;7160
144001;"Enseñar a la paciente a identificar los probables  síntomas premenstruales más importantes (p.ej; meteorismo, calambres, irritabilidad), a utilizar una lista calendario o un registro de síntomas, y a registrar el momento y la gravedad de cada síntoma.";1440
696030;Enseñar a la paciente a monitorizar la actividad fetal.;6960
231807;Enseñar a la paciente a permanecer sobre su espalda durante, como mínimo, 10 minutos.;2318
672012;"Enseñar a la paciente a respirar tragando (p. ej., ""jadeos"") en el parto cefálico.";6720
652223;Enseñar a la paciente la importancia de una autoexploración regular de la mama.;6522
696031;Enseñar a la paciente las estrategias de autoayuda para aliviar las molestias comunes del embarazo.;6960
695019;Enseñar a la paciente los autocuidados postaborto y el control de los efectos secundarios.;6950
171013;Enseñar a la persona a cepillarse los dientes, las encías y la lengua.;1710
474011;Enseñar a la persona a fechar las entradas en el diario para una futura consulta y reflexión.;4740
180520;Enseñar a la persona que ayude a realizar las tareas de arranque de manera que el individuo pueda completar la misma (p. ej., cortar las verduras de manera que el individuo pueda cocinarlas, colocar la ropa en un sitio fácil de alcanzar, desempaquetar las provisiones en los armarios de la cocina para su almacenaje).;1805
524431;Enseñar a las madres la importancia de controlar los niveles de hemoglobina / hematocrito y la función tiroidea durante el período de lactancia materna.;5244
905007;Enseñar a las poblaciones de alto riesgo los peligros y los riesgos en los vehículos (beber, conductas arriesgadas, incumplimiento de las normas de circulación).;9050
128024;Enseñar a leer etiquetas al comprar alimentos para controlar la cantidad de grasa y calorías de los alimentos obtenidos.;1280
712008;Enseñar a los cuidadores en domicilio la terapia del paciente, según proceda.;7120
827406;Enseñar a los cuidadores los hitos de desarrollo normales y las conductas relacionadas con ellos.;8274
728029;Enseñar a los hermanos las estrategias para cumplir con sus propias necesidades emocionales y de desarrollo.;7280
542208;Enseñar a los individuos el proceso del desarrollo de la fe.;5422
542209;Enseñar a los individuos los peligros del uso de la religión para controlar a otras personas.;5422
354030;Enseñar a los miembros de la familia/cuidador a vigilar si hay signos de rotura de la piel, si procede.;3540
352022;Enseñar a los miembros de la familia/cuidados a vigilar y si hay signos de rotura de la piel, si procede.;3520
562418;Enseñar a los niños y adolescentes las enfermedades de transmisión sexual y el sida.;5624
665207;Enseñar a los pacientes, a las familias y a las instituciones la importancia del seguimiento del tratamiento de enfermedades contagiosas.;6652
556211;Enseñar a los padres  técnicas de comunicación esenciales que aumenten su capacidad de simpatizar con sus hijos adolescentes y ayudar a sus hijos a solucionar problemas.;5562
564004;Enseñar a los padres / cuidador a nunca apoyar el biberón o dar el biberón en la cama.;5640
564205;Enseñar a los padres /cuidador a dejar que el bebé empiece a comer solo y vigilar para evitar que se atragante.;5642
564009;Enseñar a los padres /cuidador a desechar las sobras de leche de fórmula y limpiar el biberón después de cada toma.;5640
564007;Enseñar a los padres /cuidador a evitar el uso de miel o jarabe de cereales.;5640
564203;Enseñar a los padres /cuidador a introducir la taza cuando el bebé pueda sentarse.;5642
564006;Enseñar a los padres /cuidador a limitar la ingesta de agua a entre 14 y 28 g cada vez, 112 g al día.;5640
564208;Enseñar a los padres /cuidador a ofrecer una variedad de alimentos de acuerdo con la pirámide de alimentos.;5642
564008;Enseñar a los padres /cuidador a permitir la succión no nutritiva.;5640
564003;Enseñar a los padres /cuidador a sujetar siempre al bebé mientras se le dé el biberón.;5640
564204;Enseñar a los padres /cuidador a tener al bebé junto a la familia durante las comidas.;5642
164020;Enseñar a los padres a administrar gotas en los oídos, si procede.;1640
565617;Enseñar a los padres a animar a pasarse juguetes con las manos.;5656
565520;Enseñar a los padres a animar al bebé a coger juguetes blandos o los dedos del cuidador.;5655
565616;Enseñar a los padres a animar al bebé a dar golpes a los juguetes juntos.;5656
565609;Enseñar a los padres a animar al bebé a estirarse sobre la espalda y dar patadas con los pies.;5656
565528;Enseñar a los padres a animar al bebé a mirarse en el espejo.;5655
565518;Enseñar a los padres a animar al niño a notar diferentes texturas y a identificarlas.;5655
565613;Enseñar a los padres a animar al niño a utilizar juguetes para la dentición.;5656
565708;Enseñar a los padres a ayudar al niño a andar, sujetándolo por las manos/muñecas con los brazos por encima de la cabeza.;5657
565619;Enseñar a los padres a bailar con el niño mientras se le sujeta en posición vertical.;5656
565514;Enseñar a los padres a balancear al bebé en posición vertical o en la cuna.;5655
565524;Enseñar a los padres a cambiar de posición al bebé cada hora a menos que esté durmiendo, colocándolo en una silla para niños, hamaca, cochecito, según proceda.;5655
164012;Enseñar a los padres a coger al bebé de forma vertical al dar el biberón para evitar reflujos en las trompas de Eustaquio.;1640
905018;Enseñar a los padres a colocar a los niños en las sillas de seguridad y a los menores de 13 años en la parte trasera del automóvil.;9050
565525;Enseñar a los padres a colocar al bebé boca abajo mientras está despierto para animarle a levantar la cabeza.;5655
565607;Enseñar a los padres a colocar al bebé boca abajo, poniendo las palmas del cuidador sobre las plantas de los pies del niño y empujando suavemente hacia adelante.;5656
565618;Enseñar a los padres a colocar al bebé en una silla alta, animándole a tocar la comida y comer solo.;5656
565526;Enseñar a los padres a colocar al bebé sobre su espalda debajo del gimnasio de la cuna.;5655
556809;Enseñar a los padres a complementar la dieta adecuadamente con fluoruro.;5568
825012;Enseñar a los padres a consolar al bebé utilizando técnicas de relajación conductual (p.ej., poner la mano sobre el bebé, cambiarlo de posición, envolverlo).;8250
565611;Enseñar a los padres a dar la oportunidad al bebé de explorar ropa o libros de plástico blando.;5656
565522;Enseñar a los padres a dar oportunidades al niño para que alcance objetos.;5655
565516;Enseñar a los padres a dar un masaje al bebé con una loción, con caricias suaves pero firmes.;5655
565712;Enseñar a los padres a dar una vuelta por la casa, identificando objetos y habitaciones.;5657
565711;Enseñar a los padres a decir adiós al niño con la mano, animándole a que los imite.;5657
565510;Enseñar a los padres a decir el nombre del bebé con frecuencia.;5655
565714;Enseñar a los padres a decir palabras al niño, animándole a repetirlas.;5657
565716;Enseñar a los padres a demostrar cómo apilar objetos.;5657
565715;Enseñar a los padres a demostrar cómo sacar y volverlos a poner en un recipiente.;5657
563403;Enseñar a los padres a determinar la disposición de los padres/familia para el entrenamiento del aseo (p. ej., los padres tienen tiempo para dedicarse al proceso de entrenamiento y saben cómo hacerlo, no están sufriendo cambios importantes durante o poco después del proceso como cambio de trabajo o residencia, divorcio, nacimiento de otro hijo, tienen expectativas realistas sobre el desarrollo del niño y el tiempo y energía necesarios para llevar a cabo con éxito todo el proceso, saben que el ni;5634
563401;Enseñar a los padres a determinar la disposición física del niño para el entrenamiento del aseo (p. ej., el niño tiene como mínimo 18-24 meses, muestra evidencias de ser capaz de aguantarse la orina, reconoce la urgencia de ir al aseo o que acaba de orinar o defecar, presenta cierta regularidad en las pautas de eliminación, tiene capacidad para ir al WC/orinal, sentarse y marcharse una vez finalizada la eliminación, tiene capacidad para quitarse y ponerse la ropa antes y después de la eliminació;5634
563402;Enseñar a los padres a determinar la disposición psicosocial del niño para el entrenamiento del aseo (p. ej., el niño expresa interés y deseo de participar/cooperar en el aseo, tiene vocabulario para comunicar la necesidad de eliminar, está ansioso por complacer a sus padres, imita con facilidad las conductas de otras personas).;5634
524425;Enseñar a los padres a diferenciar entre el suministro de leche insuficiente percibido y el real.;5244
565509;Enseñar a los padres a elogiar al bebé por todos los esfuerzos por responder a la estimulación.;5655
540025;Enseñar a los padres a establecer expectativas claras y a definir límites con sus hijos.;5400
565707;Enseñar a los padres a estirar al niño para ponerse en pie, aguantándose de las manos para que se estabilice.;5657
565523;Enseñar a los padres a favorecer el seguimiento visual de objetos.;5655
565709;Enseñar a los padres a favorecer que juegue a la pelota (p. ej., rodar, coger, parar, recuperar).;5657
565507;Enseñar a los padres a fomentar la interacción cara a cara con el bebé.;5655
565517;Enseñar a los padres a frotar juguetes blandos por el cuerpo del bebé.;5655
565508;Enseñar a los padres a hablar, cantar y sonreír al bebé mientras se le cuida.;5655
565710;Enseñar a los padres a introducir el uso de la taza en las comidas, ayudando al niño a cogerla y ponérsela en la boca.;5657
565713;Enseñar a los padres a jugar a imitar, practicando la imitación de ruidos, animales o canciones.;5657
565614;Enseñar a los padres a jugar a «palmas-palmitas» con el bebé.;5656
565615;Enseñar a los padres a jugar al escondite con el bebé.;5656
565527;Enseñar a los padres a jugar al «cucú-tras» con el bebé.;5655
565515;Enseñar a los padres a lavar o bañar al bebé acariciándole con un masaje con una manopla o esponja suave y secarle con una toalla suave.;5655
164006;Enseñar a los padres a limpiar los oídos del bebé.;1640
164010;Enseñar a los padres a observar si hay infecciones de oídos en el bebé.;1640
565610;Enseñar a los padres a poner al bebé boca abajo o boca arriba y ayudarle a dar vueltas.;5656
565608;Enseñar a los padres a poner de pie al bebé en el regazo del cuidador, balanceándolo de un lado a otro.;5656
556838;Enseñar a los padres a ponerse en contacto con profesionales de la salud.;5568
565521;Enseñar a los padres a potenciar el uso de sonajeros, animando a seguir el sonido.;5655
556806;Enseñar a los padres a preparar y escoger fórmulas.;5568
565612;Enseñar a los padres a presentar al niño las partes del cuerpo.;5656
164022;Enseñar a los padres a que no se introduzcan objetos extraños en los oídos.;1640
825006;Enseñar a los padres a reconocer las conductas y los estados del bebé.;8250
540026;Enseñar a los padres a reconocer las conquistas de sus hijos.;5400
830012;Enseñar a los padres a responder a las conductas mostradas por el niño.;8300
565513;Enseñar a los padres a responder a los lloros, cogiendo, acunando, cantando, hablando, caminando, cambiando de posición, frotando/masajeando y acunando al bebé, según proceda.;5655
565519;Enseñar a los padres a soplar en círculos sobre los brazos, las piernas y la barriga del bebé despierto.;5655
565511;Enseñar a los padres a susurrar al bebé.;5655
565512;Enseñar a los padres a tocar y abrazar al bebé con frecuencia.;5655
556813;Enseñar a los padres a tratar y evitar la erupción de los pañales.;5568
556225;Enseñar a los padres a utilizar la realidad y las consecuencias para manejar la conducta del adolescente.;5562
556220;Enseñar a los padres a utilizar los conflictos para una mutua comprensión y crecimiento familiar.;5562
164007;Enseñar a los padres a vigilar al niño con gestión nasal por si hubiera infecciones en los oídos.;1640
556212;Enseñar a los padres formas de comunicar amor a sus hijos adolescentes.;5562
556805;Enseñar a los padres habilidades para cuidar al recién nacido.;5568
522023;Enseñar a los padres la importancia de sus respuestas a los cambios corporales del niño y la futura adaptación, si procede.;5220
541011;Enseñar a los padres la respuesta de su hijo al traumatismo y al proceso de terapia.;5410
564305;Enseñar a los padres/ cuidador a empezar a comer a la mesa.;5643
564303;Enseñar a los padres/ cuidador a empezar el destete del biberón.;5643
564304;Enseñar a los padres/ cuidador a evitar bebidas de frutas y leche con gustos.;5643
565505;Enseñar a los padres/ cuidadores a realizar actividades que favorezcan el movimiento y / o proporcionen estimulación sensorial.;5655
565705;Enseñar a los padres/ cuidadores a realizar actividades que favorezcan el movimiento y/o proporcionen estimulación sensorial.;5657
564606;Enseñar a los padres/cuidador a alimentado únicamente con alimentos blandos o hechos puré.;5646
564106;Enseñar a los padres/cuidador a alimentar sólo con la cuchara.;5641
564002;Enseñar a los padres/cuidador a alimentar sólo con leche materna o de fórmula durante el primer año (no dar alimentos sólidos antes de los 4 meses).;5640
564803;Enseñar a los padres/cuidador a almacenar todos los productos de limpieza, los medicamentos y los productos de aseo personal fuera del alcance del bebé.;5648
566102;Enseñar a los padres/cuidador a animar a beber agua para la sed.;5661
566203;Enseñar a los padres/cuidador a animar a tomar las verduras crudas/cocidas.;5662
564808;Enseñar a los padres/cuidador a asegurar las zonas de la piscina/bañeras calientes con múltiples barreras.;5648
566606;Enseñar a los padres/cuidador a asegurar las zonas de la piscina/bañeras calientes con múltiples barreras.;5666
566507;Enseñar a los padres/cuidador a asegurar puertas/veras para evitar el acceso del niño a zonas peligrosas (p. ej., calle, calzada, piscina).;5665
566210;Enseñar a los padres/cuidador a aumentar los alimentos con proteínas.;5662
566106;Enseñar a los padres/cuidador a aumentar o reducir los alimentos, según sea conveniente.;5661
564503;Enseñar a los padres/cuidador a colocar al bebé sobre la espalda para dormir y evitar dejar suelta la ropa de cama, almohadas y juguetes.;5645
566105;Enseñar a los padres/cuidador a comer con horarios regulares y con la familia.;5661
564509;Enseñar a los padres/cuidador a comprobar la experiencia/entrenamiento de los cuidadores del bebé.;5645
564511;Enseñar a los padres/cuidador a comprobar la temperatura del agua del baño.;5645
566202;Enseñar a los padres/cuidador a dar al niño alimentos saludables.;5662
566206;Enseñar a los padres/cuidador a dar pequeñas raciones de comida.;5662
566002;Enseñar a los padres/cuidador a dejar el biberón.;5660
566109;Enseñar a los padres/cuidador a dejar el biberón.;5661
566508;Enseñar a los padres/cuidador a desechar y/o eliminar las puertas de neveras, congeladores y otros recipientes herméticos no utilizados.;5665
566506;Enseñar a los padres/cuidador a educar al niño sobre formas seguras de tratar a los animales de compañía.;5665
566703;Enseñar a los padres/cuidador a elegir los juguetes de acuerdo con las instrucciones del fabricante respecto a la edad.;5667
564807;Enseñar a los padres/cuidador a elegir los juguetes de acuerdo con las recomendaciones del fabricante respecto a la edad.;5648
566711;Enseñar a los padres/cuidador a enseñar al niño cómo obtener ayuda de adultos cuando esté asustado o en peligro.;5667
566604;Enseñar a los padres/cuidador a enseñar al niño los peligros de la calle.;5666
566503;Enseñar a los padres/cuidador a enseñar al niño los peligros de lanzar objetos y dar golpes.;5665
566702;Enseñar a los padres/cuidador a enseñar al niño los peligros de las armas.;5667
566707;Enseñar a los padres/cuidador a enseñar al niño los peligros de los desconocidos y distinguir entre el contacto bueno y el malo.;5667
564604;Enseñar a los padres/cuidador a evaluar los juguetes que cuelguen de la cuna.;5646
566008;Enseñar a los padres/cuidador a evitar alimentos/bebidas light (p. ej., leche descremada, bebidas carbonatadas light).;5660
564507;Enseñar a los padres/cuidador a evitar coger al bebé mientras se fuma o se toman bebidas calientes.;5645
566504;Enseñar a los padres/cuidador a evitar el acceso a enchufes, cables y equipo/instalaciones/instrumentos eléctricos.;5665
564805;Enseñar a los padres/cuidador a evitar el acceso del bebé a ventanas de pisos superiores, balcones y escaleras.;5648
566212;Enseñar a los padres/cuidador a evitar el uso de alimentos como recompensa.;5662
564602;Enseñar a los padres/cuidador a evitar el uso de andadores o de saltadores debido al peligro de lesiones y de los efectos perjudiciales sobre el desarrollo muscular.;5646
564505;Enseñar a los padres/cuidador a evitar el uso de joyas o cordones/cadenas en el bebé.;5645
564702;Enseñar a los padres/cuidador a evitar fuentes de envenenamiento de plomo.;5647
564005;Enseñar a los padres/cuidador a evitar introducir cereales en el biberón (sólo leche de fórmula o materna).;5640
