Código-Indicador;Titulo-Indicador;Código-Escala;Código-Resultado
163013;Utiliza estrategias efectivas de afrontamiento.;9;1630
163014;Obtiene ayuda de un profesional sanitario.;9;1630
163015;Utiliza un sistema de apoyo personal.;9;1630
163016;Utiliza fuentes acreditadas de información.;9;1630
163017;Utiliza terapia de sustitución de drogas.;9;1630
163018;Utiliza terapias alternativas.;9;1630
163019;Identifica estados emocionales que afectan al uso de drogas.;9;1630
163020;Adapta el estilo de vida para potenciar la eliminación de drogas.;9;1630
163021;Participa en un programa de retirada de drogas.;9;1630
163022;Participa en el asesoramiento.;9;1630
163023;Controla signos de depresión.;9;1630
163024;Utiliza medicación prescrita según las recomendaciones.;9;1630
163025;Utiliza medicación sin prescripción según las recomendaciones.;9;1630
163026;Utiliza los grupos de apoyo disponibles.;9;1630
163027;Utiliza los recursos disponibles.;9;1630
163028;Elimina el uso de drogas perjudiciales.;9;1630
163101;Acepta los diagnósticos del profesional sanitario.;9;1631
163102;Busca información sobre métodos para mantener la salud muscular-esquelética.;9;1631
163103;Participa en el proceso de toma de decisiones del profesional sanitario.;9;1631
163104;Realiza el régimen terapéutico según las instrucciones.;9;1631
163105;Identifica los síntomas de progresión de la enfermedad.;9;1631
163106;Identifica formas de afrontar los cambios funcionales.;9;1631
163107;Controla el inicio de los síntomas.;9;1631
163108;Controla la persistencia de los síntomas.;9;1631
163109;Controla la gravedad de los síntomas.;9;1631
163110;Controla la frecuencia de los síntomas.;9;1631
163111;Explica síntomas de empeoramiento de la enfermedad.;9;1631
163112;Explica signos y síntomas de cambios del estado de ánimo.;9;1631
163113;Obtiene asistencia sanitaria cuando se producen señales de alerta.;9;1631
163114;Utiliza medidas para aliviar los síntomas.;9;1631
163115;Obtiene la medicación necesaria.;9;1631
163116;Utiliza la medicación según la prescripción.;9;1631
163117;Controla los efectos terapéuticos de la medicación prescrita.;9;1631
163118;Controla los efectos secundarios de la medicación.;9;1631
163119;Utiliza el procedimiento correcto para la administración de inyecciones.;9;1631
163120;Rota los lugares de la inyección.;9;1631
163121;Guarda las medicaciones correctamente.;9;1631
163122;Utiliza medidas preventivas para reducir los efectos secundarios de la medicación.;9;1631
163123;Sigue la dieta recomendada.;9;1631
163124;Utiliza estrategias para controlar la fatiga.;9;1631
163125;Equilibra actividad y reposo.;9;1631
163126;Participa en la rutina de ejercicio recomendada.;9;1631
163127;Utiliza técnicas de conservación de energía.;9;1631
163128;Adapta la rutina de vida para una salud óptima.;9;1631
163129;Utiliza técnicas de manejo del estrés.;9;1631
163130;Utiliza técnicas de tratamiento alternativas.;9;1631
163131;Obtiene vacunas de la gripe y la neumonía.;9;1631
163132;Obtiene pruebas de función hepática.;9;1631
163133;Utiliza estrategias para mejorar la función urinaria.;9;1631
163134;Utiliza estrategias para estimular la función intestinal.;9;1631
163135;Evita temperaturas extremas.;9;1631
163136;Mantiene las visitas con el profesional sanitario.;9;1631
163137;Sigue el plan de emergencia médica.;9;1631
163138;Utiliza los recursos comunitarios si es necesario.;9;1631
170001;Importancia percibida de la actuación.;6;1700
170002;Amenaza recibida por la inactividad..;6;1700
170003;Beneficios percibidos de la acción.;6;1700
170004;Control interno percibido de la acción.;6;1700
170005;Control percibido del resultado sobre la salud.;6;1700
170006;Reducción de la amenaza percibida por la acción.;6;1700
170007;Mejora en el estilo de viad percibida por la acción.;6;1700
170008;Capacidad percibida para ejecutar la acción.;6;1700
170009;Recursos percibidos para realizar la acción;6;1700
170010;Ausencia percibida de barreras a la acción.;6;1700
170101;Percepción de que la conducta sobre la salud no es demasiado compleja.;6;1701
170102;Percepción de que la conducta sobre la salud requiere un esfuerzo razonable.;6;1701
170103;Percepción de que la frecuencia de la conducta sobre la salud no es excesiva.;6;1701
170104;Percepción para poder realizar una conducta sobre la salud en el futuro.;6;1701
170105;Confianza en la experiencia pasada con la conducta sobre la salud.;6;1701
170106;Confianza en la experiencia pasada con conductas sobre la salud similares.;6;1701
170107;Confianza relacionada con experiencias observadas o anecdóticas de los demás.;6;1701
170108;Confianza en la capacidad para llevar a cabo una conducta sobre la salud.;6;1701
170201;Responsabilidad percibida por decisiones sobre la salud.;6;1702
170202;Implicación requerida en decisiones sobre la salud.;6;1702
170203;Esfuerzos para conseguir información.;6;1702
170204;Creencia de que las propias decisiones controlan los resultados sobre la salud.;6;1702
170205;Creencia de que las propias acciones controlan los resultados sobre la salud.;6;1702
170206;Voluntad para designar marcadores indirectos de decisión.;6;1702
170207;Voluntad para seguir viviendo.;6;1702
170301;Apoyo percibido de los otros seres queridos..;6;1703
170302;Apoyo percibido de los amigos.;6;1703
170303;Apoyo percibido de los vecinos.;6;1703
170304;Apoyo percibido del personal sanitario.;6;1703
170305;Apoyo percibido de los grupos de autoayuda.;6;1703
170306;Capacidad funcional percibida.;6;1703
170307;Nivel de energía percibido para actuar.;6;1703
170309;Percepción adecuada del tiempo.;6;1703
170310;Percepción adecuada de la economía personal.;6;1703
170311;Percepción adecuada del seguro de salud.;6;1703
170312;Acceso percibido al equipamiento.;6;1703
170313;Acceso percibido a los suministros.;6;1703
170314;Acceso percibido a los servicios.;6;1703
170315;Acceso percibido al transporte.;6;1703
170316;Acceso percibido a la asistencia física.;6;1703
170318;Acceso percibido a los medicamentos prescritos.;6;1703
170401;Percepción de amenaza para la salud.;6;1704
170403;Vulnerabilidad percibida para problemas de salud progresivos.;6;1704
170404;Preocupación sobre enfermedad o lesión.;6;1704
170405;Preocupación sobre posibles complicaciones.;6;1704
170406;Gravedad percibida de la enfermedad o lesión.;6;1704
170407;Gravedad percibida de las complicaciones.;6;1704
170408;Malestar percibido por enfermedad o lesiones.;6;1704
170409;Percepción de que el trastorno puede ser de larga duración.;6;1704
170410;Impacto percibido sobre el estilo de vida actual.;6;1704
170411;Impacto percibido sobre el estilo de vida futuro.;6;1704
170412;Impacto percibido sobre el estado funcional.;6;1704
170414;Percepción de amenaza de muerte.;6;1704
170501;Se centra en el bienestar.;6;1705
170502;Se centra en la prevención de la enfermedad.;6;1705
170503;Se centra en mantener el rol de actuación.;6;1705
170504;Se centra en mantener las capacidades funcionales.;6;1705
170505;Se centra en la adaptación a las situaciones de la vida.;6;1705
170506;Se centra en el bienestar global.;6;1705
170507;Espera que el individuo sea responsable para elegir.;6;1705
170508;Percibe que la conducta sobre la salud es importante para sí mismo.;6;1705
170512;Percibe que la salud es una prioridad importante a la hora de tomar decisiones sobre el estilo de vida.;6;1705
170514;Se centra en mantener conductas de salud.;6;1705
170515;Percibe la importancia de incorporar conductas de salud en las creencias culturales.;6;1705
180001;Beneficios de la lactancia materna.;15;1800
180002;Fisiología de la lactancia.;15;1800
180003;Composición de la leche materna, del proceso de salida de la leche, leche inicial frente a tardía.;15;1800
180004;Primeros signos de hambre del lactante.;15;1800
180005;Técnica adecuada para amamantar al bebé.;15;1800
180006;Posición adecuada del lactante durante la lactancia.;15;1800
180007;Succiones nutritivas frente a las no nutritivas.;15;1800
180008;Evaluación de la deglución del lactante.;15;1800
180009;Técnica adecuada para finalizar la succión del lactante.;15;1800
180010;Signos de aporte lácteo adecuado.;15;1800
180011;Signos de alimentación materna del lactante adecuada.;15;1800
180012;Evaluación del pezón.;15;1800
180013;Signos de mastitis, obstrucción de los conductos, traumatismo del pezón.;15;1800
180014;Razones para evitar el uso inicial de tetinas y suplementos artificiales.;15;1800
180015;Técnicas adecuadas de expulsión y almacenamiento de la leche materna.;15;1800
180016;Paso de sustancias ingeridas a la leche materna.;15;1800
180017;Preparación para el destete.;15;1800
180018;Estrategias para acceder al sistema de salud.;15;1800
180020;Ingesta adecuada de líquidos por parte de la madre.;15;1800
180021;Razones para evitar el uso precoz de agua y suplementos.;15;1800
180022;Relación entre lactancia materna e inmunidad del lactante.;15;1800
180023;Grupos de apoyo disponibles.;15;1800
180101;Actividades apropiadas para el nivel de desarrollo del niño.;15;1801
180103;Estrategias para prevenir el ahogamiento.;15;1801
180104;Estrategias para prevenir una descarga eléctrica.;15;1801
180105;Beneficios del uso de casco de bicicleta.;15;1801
180106;Métodos para prevenir la asfixia con objetos.;15;1801
180108;Uso correcto de asiento y cinturones de seguridad.;15;1801
180111;Métodos para prevenir accidentes caseros y de automóvil.;15;1801
180112;Métodos para prevenir caídas.;15;1801
180113;Métodos para prevenir accidentes en la zona de juegos.;15;1801
180114;Métodos para prevenir quemaduras.;15;1801
180115;Uso correcto de detectores de humos.;15;1801
180116;Vigilancia adecuada de la zona de juegos exterior.;15;1801
180117;Importancia de la enseñanza de los riesgos ante desconocidos.;15;1801
180119;Riesgos del buceo.;15;1801
180120;Técnicas de primeros auxilios.;15;1801
180121;Técnicas de reanimación cardiorrespiratoria según la edad.;15;1801
180122;Maniobra de Heimlich.;15;1801
180123;Métodos para prevenir accidentes de tráfico.;15;1801
180124;Estrategias para prevenir accidentes de bicicleta.;15;1801
180125;Estrategias para prevenir el uso de tabaco.;15;1801
180126;Estrategias para prevenir el uso de alcohol.;15;1801
180127;Estrategias para prevenir el uso de drogas.;15;1801
180128;Estrategias para prevenir lesiones por arma de fuego.;15;1801
180129;Estrategias para prevenir la participación en actos de violencia.;15;1801
180130;Estrategias para prevenir el mal uso de medicación.;15;1801
180131;Estrategias para prevenir la exposición a productos químicos tóxicos.;15;1801
180201;Dieta recomendada.;15;1802
180202;Fundamento de la dieta recomendada.;15;1802
180203;Ventajas de seguir la dieta recomendada.;15;1802
180204;Objetivos para la dieta.;15;1802
180205;Relaciones entre dieta, ejercicio y peso corporal.;15;1802
180206;Comidas permitidas en la dieta.;15;1802
180207;Comidas que deben evitarse.;15;1802
180208;Interpretación de las etiquetas alimentarias.;15;1802
180209;Directrices para la preparación de la comida.;15;1802
180211;Planificación de menús utilizando las directrices de la dieta.;15;1802
180212;Estrategias para cambiar los hábitos alimentarios.;15;1802
180213;Planes dietéticos para situaciones sociales.;15;1802
180215;Posibles interacciones de los medicamentos con la comida.;15;1802
180217;Actividades de automonitorización.;15;1802
180218;Líquidos permitidos en la dieta.;15;1802
180219;Líquidos que deben evitarse en la dieta.;15;1802
180220;Prácticas nutricionales saludables.;15;1802
180302;Proceso de la enfermedad.;15;1803
180303;Causa o factores contribuyentes.;15;1803
180304;Factores de riesgo.;15;1803
180305;Efectos de la enfermedad.;15;1803
180306;Signos y síntomas de la enfermedad.;15;1803
180307;Curso habitual de la enfermedad.;15;1803
180308;Medidas para minimizar la progresión de la enfermedad.;15;1803
180309;Complicaciones de la enfermedad.;15;1803
180310;Signos y síntomas de las complicaciones de la enfermedad.;15;1803
180311;Precauciones para prevenir las complicaciones de la enfermedad.;15;1803
180313;Efecto psicosocial de la enfermedad sobre uno mismo.;15;1803
180314;Efecto psicosocial de la enfermedad sobre la familia.;15;1803
180315;Beneficios del control de la enfermedad.;15;1803
180316;Grupos de apoyo disponibles.;15;1803
180317;Fuentes acreditadas de información específica de la enfermedad.;15;1803
180401;Nivel de actividad recomendado.;15;1804
180402;Restricciones de la actividad.;15;1804
180403;Actividades apropiadas.;15;1804
180404;Condiciones que aumentan el consumo de energía.;15;1804
180405;Condiciones que disminuyen el consumo de energía.;15;1804
180406;Limitaciones de energía.;15;1804
180407;Cómo equilibrar el descanso y la actividad.;15;1804
180416;Métodos para conservar energía.;15;1804
180419;Mecánica corporal adecuada.;15;1804
180420;Técnicas de simplificación del trabajo.;15;1804
180421;Cómo utilizar correctamente los dispositivos de ayuda.;15;1804
180422;Métodos para monitorizar la frecuencia cardíaca.;15;1804
180423;Técnica de respiración efectiva.;15;1804
180501;Prácticas nutricionales saludables.;15;1805
180502;Beneficios de la actividad y el ejercicio.;15;1805
180503;Técnicas efectivas de control del estrés.;15;1805
180504;Patrones efectivos de dormir y despertar.;15;1805
180505;Métodos de planificación familiar.;15;1805
180506;Efectos sobre la salud del consumo de tabaco.;15;1805
180507;Efectos sobre la salud del consumo de alcohol.;15;1805
180508;Efectos sobre la salud del consumo de sustancias químicas.;15;1805
180509;Efectos de los fármacos de prescripción facultativa.;15;1805
180510;Efectos de los fármacos sin prescripción facultativa.;15;1805
180511;Efectos del consumo de cafeína.;15;1805
180512;Medidas para reducir el riesgo de lesiones accidentales.;15;1805
180513;Cómo evitar la exposición a los riesgos medioambientales.;15;1805
180514;Medidas para prevenir la transmisión de enfermedades infecciosas.;15;1805
180516;Técnicas de autodetección.;15;1805
180518;Servicios de promoción de la salud.;15;1805
180519;Servicios de protección de la salud.;15;1805
180601;Recursos sanitarios reputados.;15;1806
180602;Cuándo contactar con un profesional sanitario.;15;1806
180603;Medidas de urgencia.;15;1806
180604;Recursos para la asistencia urgente.;15;1806
180605;Necesidad de asistencia continuada.;15;1806
180606;Plan de asistencia continuada.;15;1806
180607;Recursos sociales de ayuda disponibles.;15;1806
180608;Cómo contactar con los servicios necesarios.;15;1806
180801;Importancia de informar al profesional sanitario de toda la medicación que se está consumiendo.;15;1808
180802;Declaración del nombre correcto de la medicación.;15;1808
180803;Aspecto de la medicación.;15;1808
180805;Efectos indeseables de la medicación.;15;1808
180807;Uso de sistemas de ayuda para recordar.;15;1808
180808;Posibles reacciones adversas cuando se consumen múltiples fármacos.;15;1808
180809;Posibles interacciones con otros fármacos.;15;1808
180810;Administración correcta de la medicación.;15;1808
180811;Técnicas de automonitorización.;15;1808
180812;Almacenamiento adecuado de la medicación.;15;1808
180813;Cuidado adecuado de los dispositivos de administración.;15;1808
180815;Eliminación adecuada de las medicaciones no utilizadas.;15;1808
180816;Pruebas de laboratorio necesarias para monitorizar la medicación.;15;1808
180817;Importancia del uso de la identiticación de aviso de medicación.;15;1808
180819;Efectos terapéuticos de la medicación.;15;1808
180820;Efectos adversos de la medicación.;15;1808
180821;Uso correcto de la medicación sin prescripción.;15;1808
180822;Técnica adecuada para la autoinyección.;15;1808
180823;Eliminación adecuada de jeringas y agujas.;15;1808
180824;Estrategias para obtener la medicación necesaria.;15;1808
180825;Estrategias para obtener los suministros necesarios.;15;1808
180826;Apoyo económico disponible.;15;1808
180901;Medidas de prevención de la asfixia.;15;1809
180902;Medidas de prevención de caídas.;15;1809
180903;Medidas para reducir el riesgo.;15;1809
180904;Medidas de seguridad en el hogar.;15;1809
180905;Precauciones de seguridad para el agua.;15;1809
180906;Medidas de seguridad contra incendios.;15;1809
180907;Medidas de prevención de quemaduras.;15;1809
180908;Prevención de electrocución.;15;1809
180909;Prevención de envenenamiento.;15;1809
180910;Directrices de seguridad para montar en bicicleta.;15;1809
180911;Medidas de seguridad peatonal.;15;1809
180912;Beneficios del uso de casco.;15;1809
180913;Medidas de seguridad con las armas de fuego.;15;1809
180915;Medidas de seguridad para conducir vehículos motorizados.;15;1809
180916;Procedimientos de urgencia.;15;1809
180917;Riesgos de seguridad específicos para la edad.;15;1809
180918;Conductas de alto riesgo personal.;15;1809
180919;Riesgos de la seguridad laboral.;15;1809
180920;Riesgos de la seguridad social.;15;1809
181003;Sgnos de aviso de las complicaciones de la gestación.;15;1810
181004;Principales aspectos del desarrollo fetal.;15;1810
181005;Cambios físicos y fisiológicos de la gestación.;15;1810
181006;Cambios psicológicos de la gestación.;15;1810
181007;Estrategias para equilibrar actividad y reposo.;15;1810
181008;Mecanismos corporales apropiados.;15;1810
181009;Beneficios de la actividad y el ejercicio.;15;1810
181010;Prácticas nutricionales saludables.;15;1810
181011;Patrón de aumento de peso saludable.;15;1810
181013;Importancia del cuidado dental.;15;1810
181014;Autocuidado apropiado de las molestias de la gestación.;15;1810
181015;Actividad sexual segura.;15;1810
181016;Uso adecuado de dispositivos de autoseguridad.;15;1810
181018;Signos y síntomas del parto.;15;1810
181019;Técnicas para facilitar un parto efectivo.;15;1810
181020;Métodos de prevención de la infección.;15;1810
181021;Métodos para escapar a la violencia doméstica.;15;1810
181022;Formas para preparar a los miembros de la familia.;15;1810
181023;Riesgos mediambientales.;15;1810
181024;Agentes teratógenos.;15;1810
181026;Importacia del cuidado prenatal.;15;1810
181027;Importancia de la educación prenatal.;15;1810
181028;Importancia de las visitas frecuentes.;15;1810
181029;Patrón de movimientos fetales.;15;1810
181030;Cambios emocionales asociados a la gestación.;15;1810
181031;Uso correcto de suplementos nutricionales.;15;1810
181032;Uso correcto de la medicación.;15;1810
181033;Uso correcto de la medicación sin prescripción.;15;1810
181034;Opciones de nacimiento.;15;1810
181035;Signos de potencial abuso doméstico.;15;1810
181036;Efectos del tabaco sobre el feto.;15;1810
181037;Efectos del uso del alcohol sobre el feto.;15;1810
181038;Efectos del uso de drogas ilegales sobre el feto.;15;1810
181101;Actividad y ejercicio prescrito.;15;1811
181102;Propósito de la actividad.;15;1811
181103;Efectos esperados de la actividad.;15;1811
181104;Restricciones de la actividad.;15;1811
181105;Precauciones de la actividad.;15;1811
181106;Factores que disminuyen la tolerancia a la actividad.;15;1811
181107;Estrategia para el incremento gradual de la actividad.;15;1811
181110;Obstáculos para la aplicación habitual.;15;1811
181111;Programa de ejercicio realista.;15;1811
181112;Rendimiento previo del ejercicio.;15;1811
181116;Estrategias para caminar con seguridad.;15;1811
181117;Calzado adecuado.;15;1811
181118;Métodos para monitorizar la frecuencia cardíaca.;15;1811
181119;Método para monitorizar la frecuencia respirastoria.;15;1811
181120;Beneficios de la actividad y el ejercicio.;15;1811
181201;Riesgo propio del abuso de sustancias psicoactivas.;15;1812
181202;Consecuencias adversas sobre la salud del abuso de sustancias.;15;1812
181203;Beneficios de eliminar el consumo de sustancias psicoactivas.;15;1812
181205;Consecuencias sociales del consumo de sustancias psicoativas.;15;1812
181206;Responsabilidad personal en el control del consumo de sustancias psicoactivas.;15;1812
181207;Amenazas para el control del consumo de sustancias psicoactivas.;15;1812
181208;Apoyo para el control del consumo de sustancias psicoactivas.;15;1812
181209;Acciones para prevenir el consumo de sustancias psicoactivas.;15;1812
181210;Acciones para controlar el consumo de sustancias psicoactivas.;15;1812
181211;Beneficios de la monitorización contínua.;15;1812
181212;Posibilidades de recaída y control de las recaídas en el abuso de sustancias psicoactivas.;15;1812
181213;Acciones para prevenir y controlar las recaídas en el abuso de sustancias psicoactivas.;15;1812
181214;Signos de dependencia durante la suspensión de sustancias psicoactivas.;15;1812
181216;Signos y síntomas de retirada de sustancias.;15;1812
181217;Grupos de apoyo disponibles.;15;1812
181301;Justificación del régimen terapéutico.;15;1813
181302;Responsabilidades de los propios cuidados para el tratamiento actual.;15;1813
181303;Responsabilidades de los propios cuidados para las situaciones de emergencia.;15;1813
181304;Efectos esperados del tratamiento.;15;1813
181305;Dieta prescrita.;15;1813
181306;Medicación prescrita.;15;1813
181307;Actividad prescrita.;15;1813
181308;Ejercicio prescrito.;15;1813
181309;Procedimientos prescritos.;15;1813
181310;Proceso de la enfermedad.;15;1813
181315;Técnicas de automonitorización.;15;1813
181316;Beneficios del tratamiento de la enfermedad.;15;1813
181401;Procedimiento terapéutico.;15;1814
181402;Propósito del procedimiento.;15;1814
181403;Pasos del procedimiento.;15;1814
181404;Uso correcto del equipamiento.;15;1814
181405;Precauciones de la actividad.;15;1814
181406;Restricciones relacionadas con el procedimiento.;15;1814
181407;Cuidados adecuados del equipamiento.;15;1814
181409;Acciones apropiadas durante las complicaciones.;15;1814
181410;Posibles efectos indeseables.;15;1814
181412;Contraindicación para procedimiento(s).;15;1814
181501;Anatomía sexual.;15;1815
181502;Función de las partes del organismo.;15;1815
181503;Cambios físicos con la pubertad.;15;1815
181504;Cambios emocionales con la pubertad.;15;1815
181505;Reproducción.;15;1815
181506;Cambios físicos con el envejecimiento.;15;1815
181507;Cambios emocionales con el envejecimiento.;15;1815
181508;Influencias sociales sobre la conducta sexual.;15;1815
181509;Prácticas sexuales seguras.;15;1815
181510;Anticoncepción eficaz.;15;1815
181511;Técnicas para prevenir ETS.;15;1815
181601;Efecto de la edad.;15;1816
181602;Efectos de la frecuencia coital.;15;1816
181603;Efecto de la nutrición.;15;1816
181604;Riesgos de la pérdidad de peso.;15;1816
181606;Efecto del calor sobre el recuento de espermatozoides.;15;1816
181607;Efecto de ropas ajustadas sobre el recuento de espermatozoides.;15;1816
181608;Efecto de anomalías físicas.;15;1816
181609;Efecto de la cirugía pélvica.;15;1816
181610;Efecto de infecciones pélvicas.;15;1816
181611;Influencia del ambiente vaginal/uterino.;15;1816
181612;Efectos de las concentraciones hormonales.;15;1816
181613;Efecto de la función tiroidea.;15;1816
181614;Uso de la temperatura corporal basal para predecir la ovulación.;15;1816
181615;Método sintomático termal.;15;1816
181616;Ecografía.;15;1816
181617;Influencia de las características del semen.;15;1816
181618;Recuento de espermatozoides.;15;1816
181619;Prueba poscoital.;15;1816
181620;Dispositivos de monitorización de la fertilidad.;15;1816
181621;Opciones para sustituir la esterilización.;15;1816
181622;Métodos de recogida de muestras.;15;1816
181701;Opciones de nacimiento.;15;1817
181702;Papel de la comadrona.;15;1817
181703;Signos y síntomas del parto.;15;1817
181704;Estadios del parto y alumbramiento.;15;1817
181705;Métodos de control del dolor de parto y alumbramiento.;15;1817
181706;Técnicas de respiración efectiva.;15;1817
181707;Técnicas de relajación efectivas.;15;1817
181708;Postura efectiva.;15;1817
181709;Posibles procedimientos médicos.;15;1817
181710;Posibles complicaciones del parto.;15;1817
181711;Técnicas de empuje efectivo.;15;1817
181712;Alumbramiento de la placenta.;15;1817
181714;Alumbramiento del bebé.;15;1817
181801;Sensaciones físicas normales después del parto.;15;1818
181802;Monitorización habitual.;15;1818
181803;Flujo vaginal normal.;15;1818
181804;Cambios mamarios.;15;1818
181805;Patrones de involución uterina.;15;1818
181806;Masaje del fondo uterino.;15;1818
181807;Higiene perineal.;15;1818
181808;Cuidados de la episiotomía.;15;1818
181809;Cuidados de la incisión de cesárea.;15;1818
181810;Técnicas de estimulación de la tos después de la cirugía.;15;1818
181812;Estrategias para equilibrar el descanso y la actividad.;15;1818
181813;Ejercicio apropiado.;15;1818
181814;Reanudación de la actividad sexual.;15;1818
181815;Opciones anticonceptivas.;15;1818
181816;Cambios fisiológicos.;15;1818
181818;Plan de apoyo social.;15;1818
181820;Ingestión recomendada de nutrientes.;15;1818
181821;Ingestión recomendada de líquidos.;15;1818
181822;Cambios del nivel de energía.;15;1818
181823;Cambios del cuerpo durante el puerperio.;15;1818
181824;Rendimiento del papel materno.;15;1818
181825;Estrategias para manejar la depresión posparto.;15;1818
181826;Estrategias para manejar el estrés.;15;1818
181827;Estrategias para establecer un vínculo con el lactante.;15;1818
181828;Cuándo obtener ayuda de un profesional sanitario.;15;1818
181901;Características del lactante normal..;15;1819
181902;Desarrollo normal del lactante.;15;1819
181903;Adecuada participación del lactante.;15;1819
181904;Posición adecuada del lactante.;15;1819
181905;Prácticas para la seguridad del lactante.;15;1819
181906;Colocación de mantas alrededor del lactante.;15;1819
181908;Succión nutritiva frente a la no nutritiva.;15;1819
181909;Pros y contras de las opciones de alimentación del lactante.;15;1819
181910;Técnica de alimentación del lactante.;15;1819
181911;Signos y síntomas de deshidratación.;15;1819
181912;Signos de ictericia.;15;1819
181913;Cómo bañar al lactante.;15;1819
181914;Cuidados del cordón umbilical.;15;1819
181915;Colocación de los pañales.;15;1819
181916;Cómo vestirlo de forma adecuada.;15;1819
181917;Técnicas para tomar la temperatura.;15;1819
181918;Patrones de sueño y despertar del lactante.;15;1819
181919;Comunicación del recién nacido.;15;1819
181920;Métodos de estimulación para el lactante.;15;1819
181921;Técnicas de relajación del lactante.;15;1819
181922;Estrategias para la adaptación familiar a la adición del lactante.;15;1819
181923;Necesidades asistenciales especiales.;15;1819
181924;Consideraciones a la hora de seleccionar un pediatra.;15;1819
181925;Recursos sociales disponibles.;15;1819
181926;Precauciones cuando existen mascotas en el hogar.;15;1819
181928;Técnicas de reanimación cardiorrespiratoria infantil.;15;1819
181929;Grupos de apoyo disponibles.;15;1819
182002;Papel de la nutrición en el control de la glucemia.;15;1820
182003;Plan de comidas prescrito.;15;1820
182004;Estrategias para cumplir la dieta.;15;1820
182005;Papel del ejercicio en el control de la glucemia.;15;1820
182006;Hiperglucemia y síntomas relacionados.;15;1820
182007;Prevención de hiperglucemia.;15;1820
182008;Procedimientos a seguir para tratar la hiperglucemia.;15;1820
182009;Hipoglucemia y síntomas relacionados.;15;1820
182010;Prevención de hipoglucemia.;15;1820
182011;Procedimientos a seguir para tratar la hipoglucemia.;15;1820
182012;Valores límites de glucemia.;15;1820
182013;Impacto de una enfermedad aguda sobre la glucemia.;15;1820
182015;Acciones a realizar en relación a la glucemia.;15;1820
182016;Régimen de insulina prescrito.;15;1820
182018;Plan de rotación de las zonas de punción.;15;1820
182019;Comienzo, pico y duración de la insulina prescrita.;15;1820
182020;Régimen de hipoglucemiantes orales prescrito.;15;1820
182023;Prácticas de cuidados de los pies.;15;1820
182024;Beneficios de controlar la diabetes.;15;1820
182027;Técnica adecuada para preparar y administrar insulina.;15;1820
182028;Procedimiento correcto para el análisis de cetonuria.;15;1820
182029;Importancia de la exploración ocular con la pupila dilatada y del test de agudeza visual por parte de un oftalmólogo.;15;1820
182030;Causa y factores contribuyentes.;15;1820
182031;Signos y síntomas de enfermedad precoz.;15;1820
182032;Rol del sueño en el control de la glucosa en sangre.;15;1820
182033;Cómo utilizar un dispositivo de monitorización.;15;1820
182034;Uso correcto de la insulina.;15;1820
182035;Eliminación adecuada de jeringas y agujas.;15;1820
182036;Uso correcto de la medicación prescrita.;15;1820
182037;Uso correcto de la medicación sin prescripción.;15;1820
182038;Almacenamiento adecuado de la medicación.;15;1820
182039;Efectos terapéuticos de la medicación.;15;1820
182040;Efectos secundarios de la medicación.;15;1820
182041;Efectos adversos de la medicación.;15;1820
182042;Cuándo obtener ayuda de un profesional sanitario.;15;1820
182043;Fuentes acreditadas de información sobre la diabetes.;15;1820
182101;Descripción de cómo actúa el método anticonceptivo escogido.;15;1821
182102;Descripción del uso correcto del método anticonceptivo escogido.;15;1821
182103;Descripción de la efectividad del método o métodos anticonceptivos escogidos.;15;1821
182104;Descripción del efecto del método anticonceptivo escogido sobre las ETS.;15;1821
182105;Cómo se produce la concepción.;15;1821
182106;Ventajas y desventajas de tener un hijo.;15;1821
182107;Influencia de los valores personales y religiosos sobre la anticoncepción.;15;1821
182108;Métodos de abstinencia periódica.;15;1821
182109;Métodos químicos de barrera.;15;1821
182110;Métodos de tratamiento hormonal.;15;1821
182111;Métodos mecánicos de barrera.;15;1821
182112;Métodos de intervención quirúrgica.;15;1821
182201;Factores a considerar a la hora de decidir ser padre.;15;1822
182203;Dieta saludable.;15;1822
182204;Estrategias para equilibrar descanso y ejercicio adecuado.;15;1822
182206;Factores de riesgo materno.;15;1822
182207;Riesgos medioambientales del hogar o laborales que podrían afectar al desarrollo fetal.;15;1822
182208;Riesgo de enfermedad hereditaria.;15;1822
182211;Riesgos medioambientales laborales que podrían afectar al desarrollo fetal.;15;1822
182212;Çestrategias para adaptarse a la incorporación de un nuevo miembro familiar.;15;1822
182213;Curso habitual del embarazo.;15;1822
182214;Efectos adversos del uso del alcohol.;15;1822
182215;Efectos adversos del tabaco.;15;1822
182216;Efectos adversos del uso de drogas.;15;1822
182217;Cambios anatómicos y fisiológicos del embarazo.;15;1822
185508;Conductas que fomentan la salud.;15;1855
185509;Estrategias eficaces para hacer frente al estrés.;15;1855
185510;Screening de salud recomendado.;15;1855
185511;Inmunizaciones recomendadas.;15;1855
185512;Recursos sanitarios relevantes.;15;1855
185513;Prevención y control de la infección.;15;1855
185514;Conductas para prevenir lesiones no intencionadas.;15;1855
185515;Conductas para proteger la piel de la exposición solar.;15;1855
185516;Uso seguro de medicamentos.;15;1855
185518;Prácticas nutricionales saludables.;15;1855
185519;Medidas eficaces para el control del peso.;15;1855
185520;Programa de ejercicios eficaz.;15;1855
185521;Audetección recomendada para detección del cáncer.;15;1855
185522;Efectos adversos del consumo de alcohol sobre la salud.;15;1855
185523;Efectos adversos del uso del tabaco sobre la salud.;15;1855
